Date,Open,High,Low,Close,,,,,,
5/09/2006,"5,138.50","5,155.10","5,129.20","5,150.60",,,,,,
4/09/2006,"5,096.40","5,134.80","5,096.40","5,129.20",,,,,,
1/09/2006,"5,113.50","5,121.30","5,091.20","5,097.10",,,,,,
31/08/2006,"5,073.00","5,115.40","5,067.30","5,115.40",,,,,,
30/08/2006,"5,069.10","5,082.60","5,063.30","5,067.30",,,,,,
29/08/2006,"5,030.60","5,071.40","5,024.20","5,067.60",,,,,,
28/08/2006,"5,025.90","5,041.90","5,014.30","5,024.20",,,,,,
25/08/2006,"4,983.00","5,023.60","4,983.00","5,023.60",,,,,,
24/08/2006,"5,070.90","5,082.30","4,982.70","4,987.80",,,,,,
23/08/2006,"5,073.70","5,107.80","5,068.20","5,082.30",,,,,,
22/08/2006,"5,070.20","5,085.00","5,063.60","5,076.20",,,,,,
21/08/2006,"5,056.20","5,090.40","5,052.50","5,063.60",,,,,,
18/08/2006,"5,056.10","5,059.10","5,026.50","5,052.50",,,,,,
17/08/2006,"4,981.30","5,055.90","4,961.90","5,055.90",,,,,,
16/08/2006,"4,951.70","4,994.70","4,936.00","4,961.90",,,,,,
15/08/2006,"4,971.60","4,977.00","4,929.70","4,936.00",,,,,,
14/08/2006,"4,945.60","4,997.10","4,927.40","4,971.30",,,,,,
11/08/2006,"4,952.90","4,957.40","4,937.40","4,949.20",,,,,,
10/08/2006,"4,952.00","4,962.00","4,926.30","4,953.20",,,,,,
9/08/2006,"5,010.80","5,024.80","4,939.40","4,962.00",,,,,,
8/08/2006,"4,963.40","5,024.80","4,951.40","5,024.80",,,,,,
7/08/2006,"4,956.60","4,972.70","4,945.70","4,961.80",,,,,,
4/08/2006,"4,987.00","4,997.50","4,940.20","4,956.10",,,,,,
3/08/2006,"4,932.60","4,997.50","4,931.50","4,997.50",,,,,,
2/08/2006,"4,969.60","4,981.30","4,919.50","4,931.50",,,,,,
1/08/2006,"4,981.60","5,000.90","4,970.80","4,981.30",,,,,,
31/07/2006,"4,973.40","5,027.10","4,958.30","4,986.00",,,,,,
28/07/2006,"5,002.10","5,007.80","4,933.40","4,958.30",,,,,,
27/07/2006,"4,931.80","5,007.80","4,916.60","5,007.80",,,,,,
26/07/2006,"5,004.40","5,009.40","4,920.70","4,935.70",,,,,,
25/07/2006,"4,942.00","5,015.90","4,934.40","4,992.40",,,,,,
24/07/2006,"4,946.50","4,960.60","4,901.70","4,934.40",,,,,,
21/07/2006,"4,976.90","4,996.50","4,944.00","4,960.60",,,,,,
20/07/2006,"4,934.20","4,996.50","4,900.10","4,996.50",,,,,,
19/07/2006,"4,925.60","4,955.70","4,899.90","4,900.10",,,,,,
18/07/2006,"4,949.50","4,965.60","4,923.30","4,923.30",,,,,,
17/07/2006,"4,961.20","4,966.10","4,905.70","4,956.20",,,,,,
14/07/2006,"5,062.20","5,084.60","4,966.10","4,966.10",,,,,,
13/07/2006,"5,126.90","5,128.30","5,084.60","5,084.60",,,,,,
12/07/2006,"5,116.80","5,141.00","5,107.20","5,128.30",,,,,,
11/07/2006,"5,139.10","5,142.80","5,093.80","5,107.20",,,,,,
10/07/2006,"5,125.00","5,142.80","5,117.70","5,142.80",,,,,,
7/07/2006,"5,127.20","5,146.60","5,115.50","5,135.30",,,,,,
6/07/2006,"5,086.50","5,120.70","5,053.50","5,120.30",,,,,,
5/07/2006,"5,105.70","5,125.90","5,093.30","5,096.90",,,,,,
4/07/2006,"5,103.00","5,131.60","5,092.20","5,104.70",,,,,,
3/07/2006,"5,075.50","5,093.20","5,062.50","5,092.20",,,,,,
30/06/2006,"5,030.10","5,113.10","4,997.20","5,073.90",,,,,,
29/06/2006,"4,953.00","4,997.20","4,946.80","4,997.20",,,,,,
28/06/2006,"4,975.50","4,999.20","4,922.60","4,946.80",,,,,,
27/06/2006,"4,976.70","5,021.90","4,965.00","4,999.20",,,,,,
26/06/2006,"4,967.90","4,968.40","4,946.20","4,965.00",,,,,,
23/06/2006,"5,003.80","5,010.80","4,954.60","4,964.90",,,,,,
22/06/2006,"4,936.50","5,011.80","4,918.90","5,010.80",,,,,,
21/06/2006,"4,877.30","4,924.50","4,861.40","4,918.90",,,,,,
20/06/2006,"4,888.50","4,901.20","4,843.00","4,861.40",,,,,,
19/06/2006,"4,959.50","4,961.10","4,901.20","4,901.20",,,,,,
16/06/2006,"4,903.50","4,976.60","4,869.70","4,969.00",,,,,,
15/06/2006,"4,851.00","4,906.70","4,850.80","4,869.70",,,,,,
14/06/2006,"4,814.40","4,877.40","4,758.30","4,850.80",,,,,,
13/06/2006,"4,942.10","4,966.00","4,838.90","4,838.90",,,,,,
9/06/2006,"4,906.60","4,966.60","4,903.90","4,966.00",,,,,,
8/06/2006,"5,015.10","5,025.50","4,907.20","4,907.20",,,,,,
7/06/2006,"5,029.00","5,036.10","5,006.40","5,025.60",,,,,,
6/06/2006,"5,094.50","5,120.00","5,029.40","5,036.10",,,,,,
5/06/2006,"5,082.50","5,120.00","5,077.20","5,120.00",,,,,,
2/06/2006,"5,063.70","5,089.80","5,040.80","5,077.20",,,,,,
1/06/2006,"5,018.20","5,060.60","5,001.70","5,060.60",,,,,,
31/05/2006,"5,079.50","5,105.40","5,001.70","5,001.70",,,,,,
30/05/2006,"5,108.90","5,110.70","5,088.80","5,105.40",,,,,,
29/05/2006,"5,071.10","5,109.50","5,053.70","5,109.50",,,,,,
26/05/2006,"5,003.50","5,053.70","4,976.80","5,053.70",,,,,,
25/05/2006,"5,023.90","5,037.70","4,976.80","4,976.80",,,,,,
24/05/2006,"5,018.80","5,062.10","5,013.80","5,037.70",,,,,,
23/05/2006,"5,018.00","5,038.60","5,003.30","5,013.80",,,,,,
22/05/2006,"5,102.10","5,105.40","5,029.40","5,030.80",,,,,,
19/05/2006,"5,114.80","5,136.10","5,100.90","5,100.90",,,,,,
18/05/2006,"5,181.60","5,217.50","5,096.00","5,119.30",,,,,,
17/05/2006,"5,216.00","5,250.90","5,203.10","5,217.50",,,,,,
16/05/2006,"5,232.80","5,235.30","5,191.60","5,217.40",,,,,,
15/05/2006,"5,295.50","5,329.50","5,228.50","5,234.10",,,,,,
12/05/2006,"5,352.10","5,364.50","5,314.00","5,329.50",,,,,,
11/05/2006,"5,364.70","5,380.50","5,346.40","5,364.50",,,,,,
10/05/2006,"5,355.60","5,406.70","5,325.80","5,352.20",,,,,,
9/05/2006,"5,321.00","5,331.80","5,315.10","5,325.80",,,,,,
8/05/2006,"5,275.70","5,328.00","5,255.40","5,324.00",,,,,,
5/05/2006,"5,208.60","5,255.40","5,189.20","5,255.40",,,,,,
4/05/2006,"5,273.40","5,273.50","5,189.20","5,189.20",,,,,,
3/05/2006,"5,282.10","5,286.10","5,254.60","5,273.50",,,,,,
