Date,Open,High,Low,Close
12/31/2014,"5,416.0","5,437.2","5,400.0","5,411.0"
12/30/2014,"5,475.1","5,486.7","5,416.2","5,416.6"
12/29/2014,"5,398.9","5,479.9","5,398.9","5,473.8"
12/24/2014,"5,387.3","5,398.2","5,366.5","5,394.5"
12/23/2014,"5,433.9","5,435.2","5,380.9","5,380.9"
12/22/2014,"5,348.7","5,442.0","5,348.7","5,442.0"
12/19/2014,"5,230.5","5,343.1","5,229.6","5,338.6"
12/18/2014,"5,176.9","5,265.0","5,176.9","5,210.8"
12/17/2014,"5,150.4","5,191.3","5,150.2","5,161.9"
12/16/2014,"5,173.2","5,173.2","5,142.8","5,152.3"
12/15/2014,"5,207.4","5,207.4","5,146.1","5,186.1"
12/12/2014,"5,222.8","5,241.5","5,204.0","5,219.6"
12/11/2014,"5,236.2","5,251.5","5,188.0","5,231.0"
12/10/2014,"5,287.4","5,288.4","5,222.4","5,259.0"
12/09/2014,"5,357.5","5,358.0","5,282.7","5,282.7"
12/08/2014,"5,335.5","5,404.1","5,335.5","5,372.7"
12/05/2014,"5,366.3","5,389.4","5,308.2","5,335.3"
12/04/2014,"5,326.7","5,373.5","5,326.7","5,368.8"
12/03/2014,"5,277.3","5,331.6","5,261.5","5,321.8"
12/02/2014,"5,222.2","5,284.9","5,211.5","5,281.3"
12/01/2014,"5,308.2","5,317.4","5,207.7","5,207.7"
11/28/2014,"5,391.1","5,391.1","5,313.0","5,313.0"
11/27/2014,"5,391.9","5,411.9","5,391.5","5,400.9"
11/26/2014,"5,338.4","5,396.2","5,337.3","5,396.2"
11/25/2014,"5,355.5","5,355.5","5,296.8","5,334.8"
11/24/2014,"5,324.4","5,378.0","5,324.4","5,361.8"
11/21/2014,"5,321.3","5,327.2","5,292.9","5,304.3"
11/20/2014,"5,365.5","5,365.5","5,315.8","5,316.2"
11/19/2014,"5,398.7","5,399.4","5,366.8","5,368.8"
11/18/2014,"5,415.6","5,431.5","5,388.2","5,399.7"
11/17/2014,"5,458.2","5,460.3","5,406.2","5,412.5"
11/14/2014,"5,441.8","5,457.4","5,419.3","5,454.3"
11/13/2014,"5,466.9","5,470.6","5,433.6","5,442.7"
11/12/2014,"5,512.6","5,513.1","5,459.5","5,463.1"
11/11/2014,"5,524.8","5,533.8","5,508.4","5,517.1"
11/10/2014,"5,548.6","5,550.3","5,501.4","5,524.0"
11/07/2014,"5,500.3","5,549.1","5,500.3","5,549.1"
11/06/2014,"5,523.8","5,547.5","5,493.0","5,506.1"
11/05/2014,"5,515.2","5,517.9","5,481.0","5,517.9"
11/04/2014,"5,509.8","5,530.9","5,503.8","5,519.9"
11/03/2014,"5,525.5","5,535.7","5,499.1","5,506.9"
10/31/2014,"5,480.7","5,526.6","5,480.7","5,526.6"
10/30/2014,"5,447.6","5,476.9","5,447.6","5,476.2"
10/29/2014,"5,459.6","5,481.6","5,441.3","5,447.7"
10/28/2014,"5,455.2","5,458.4","5,433.1","5,452.6"
10/27/2014,"5,414.6","5,462.3","5,414.6","5,459.0"
10/24/2014,"5,387.8","5,425.7","5,387.8","5,412.2"
10/23/2014,"5,376.0","5,389.2","5,364.5","5,383.1"
10/22/2014,"5,340.2","5,388.0","5,340.2","5,385.9"
10/21/2014,"5,322.5","5,344.5","5,312.1","5,325.0"
10/20/2014,"5,289.1","5,342.0","5,289.1","5,319.4"
10/17/2014,"5,261.4","5,308.5","5,261.2","5,271.7"
10/16/2014,"5,231.6","5,258.6","5,162.4","5,254.9"
10/15/2014,"5,210.1","5,252.8","5,206.1","5,245.6"
10/14/2014,"5,151.8","5,217.7","5,130.7","5,207.4"
10/13/2014,"5,173.4","5,173.4","5,122.0","5,155.5"
10/10/2014,"5,295.7","5,295.7","5,187.6","5,188.3"
10/09/2014,"5,252.6","5,324.6","5,251.6","5,296.7"
10/08/2014,"5,262.8","5,263.9","5,209.7","5,241.3"
10/07/2014,"5,304.1","5,319.6","5,208.3","5,284.2"
10/06/2014,"5,317.7","5,320.9","5,277.9","5,292.9"
10/03/2014,"5,291.6","5,318.6","5,281.2","5,318.2"
10/02/2014,"5,319.4","5,319.4","5,283.0","5,297.7"
10/01/2014,"5,283.3","5,337.2","5,246.2","5,334.1"
09/30/2014,"5,262.7","5,292.8","5,253.1","5,292.8"
09/29/2014,"5,309.9","5,310.1","5,259.9","5,264.2"
09/26/2014,"5,364.3","5,364.3","5,309.8","5,313.4"
09/25/2014,"5,387.9","5,412.9","5,373.3","5,382.2"
09/24/2014,"5,405.4","5,406.2","5,356.9","5,375.8"
09/23/2014,"5,357.2","5,423.2","5,338.0","5,415.7"
09/22/2014,"5,433.2","5,434.0","5,351.1","5,363.0"
09/19/2014,"5,420.2","5,443.2","5,415.5","5,433.1"
09/18/2014,"5,404.3","5,431.7","5,373.4","5,415.8"
09/17/2014,"5,452.9","5,462.1","5,400.2","5,407.3"
09/16/2014,"5,477.0","5,484.5","5,440.5","5,445.4"
09/15/2014,"5,524.1","5,524.1","5,473.5","5,473.5"
09/12/2014,"5,548.7","5,548.7","5,509.8","5,531.1"
09/11/2014,"5,579.7","5,597.4","5,543.5","5,546.1"
09/10/2014,"5,600.0","5,600.0","5,557.4","5,574.3"
09/09/2014,"5,576.9","5,607.9","5,575.2","5,607.9"
09/08/2014,"5,599.9","5,601.9","5,569.0","5,577.0"
09/05/2014,"5,625.8","5,630.8","5,592.9","5,598.7"
09/04/2014,"5,652.8","5,657.5","5,618.8","5,631.3"
09/03/2014,"5,644.4","5,672.7","5,643.6","5,656.1"
09/02/2014,"5,625.6","5,658.5","5,617.9","5,658.5"
09/01/2014,"5,629.8","5,654.0","5,626.9","5,629.8"
08/29/2014,"5,617.7","5,630.6","5,614.3","5,625.9"
08/28/2014,"5,651.3","5,651.3","5,619.9","5,624.4"
08/27/2014,"5,637.7","5,652.3","5,637.5","5,651.2"
08/26/2014,"5,638.4","5,646.6","5,625.9","5,637.6"
08/25/2014,"5,639.3","5,650.2","5,625.0","5,634.9"
08/22/2014,"5,641.8","5,662.7","5,640.8","5,645.6"
08/21/2014,"5,644.7","5,679.5","5,636.5","5,638.9"
08/20/2014,"5,604.2","5,639.4","5,604.2","5,634.6"
08/19/2014,"5,592.1","5,626.6","5,582.5","5,623.8"
08/18/2014,"5,568.7","5,587.1","5,567.3","5,587.1"
08/15/2014,"5,545.5","5,578.5","5,545.0","5,566.5"
08/14/2014,"5,515.6","5,558.4","5,515.6","5,548.5"
08/13/2014,"5,525.3","5,526.5","5,503.3","5,514.7"
08/12/2014,"5,464.2","5,533.6","5,464.2","5,530.3"
08/11/2014,"5,448.1","5,475.9","5,448.0","5,457.0"
08/08/2014,"5,500.2","5,500.2","5,425.2","5,435.3"
08/07/2014,"5,514.7","5,522.0","5,490.1","5,509.0"
08/06/2014,"5,518.7","5,518.7","5,495.1","5,512.0"
08/05/2014,"5,544.0","5,548.7","5,509.9","5,518.6"
08/04/2014,"5,551.1","5,551.6","5,524.6","5,540.9"
08/01/2014,"5,620.2","5,621.2","5,544.0","5,556.4"
07/31/2014,"5,618.8","5,644.2","5,618.0","5,632.9"
07/30/2014,"5,588.6","5,631.1","5,588.6","5,622.9"
07/29/2014,"5,574.5","5,594.2","5,565.6","5,588.4"
07/28/2014,"5,578.5","5,587.5","5,558.9","5,577.4"
07/25/2014,"5,588.7","5,588.7","5,568.6","5,583.5"
07/24/2014,"5,575.2","5,592.9","5,572.7","5,587.8"
07/23/2014,"5,554.6","5,598.2","5,554.4","5,576.7"
07/22/2014,"5,542.3","5,545.5","5,530.4","5,543.3"
07/21/2014,"5,533.0","5,552.9","5,530.1","5,539.9"
07/18/2014,"5,513.0","5,531.7","5,484.1","5,531.7"
07/17/2014,"5,530.2","5,561.1","5,522.4","5,522.4"
07/16/2014,"5,512.3","5,527.3","5,499.7","5,518.9"
07/15/2014,"5,515.3","5,536.2","5,493.9","5,511.3"
07/14/2014,"5,490.0","5,518.6","5,490.0","5,511.4"
07/11/2014,"5,458.7","5,503.1","5,441.7","5,486.8"
07/10/2014,"5,458.4","5,469.4","5,448.5","5,464.4"
07/09/2014,"5,501.0","5,501.0","5,439.5","5,452.5"
07/08/2014,"5,520.0","5,520.0","5,500.9","5,510.9"
07/07/2014,"5,530.2","5,535.9","5,514.2","5,518.9"
07/04/2014,"5,503.2","5,531.7","5,503.2","5,525.0"
07/03/2014,"5,457.1","5,499.8","5,457.1","5,491.2"
07/02/2014,"5,390.5","5,455.4","5,390.2","5,455.4"
07/01/2014,"5,400.6","5,414.9","5,370.9","5,375.9"
06/30/2014,"5,444.8","5,445.9","5,395.7","5,395.7"
06/27/2014,"5,464.9","5,480.1","5,440.7","5,445.1"
06/26/2014,"5,404.1","5,464.3","5,403.9","5,464.3"
06/25/2014,"5,425.8","5,425.9","5,378.8","5,402.0"
06/24/2014,"5,453.8","5,454.6","5,425.0","5,432.8"
06/23/2014,"5,427.0","5,468.5","5,427.0","5,453.3"
06/20/2014,"5,463.0","5,463.2","5,418.0","5,419.5"
06/19/2014,"5,401.1","5,468.2","5,399.5","5,468.2"
06/18/2014,"5,399.5","5,404.8","5,382.7","5,382.7"
06/17/2014,"5,410.0","5,417.0","5,389.0","5,400.7"
06/16/2014,"5,407.5","5,412.3","5,380.3","5,412.3"
06/13/2014,"5,420.8","5,422.6","5,373.6","5,405.1"
06/12/2014,"5,451.9","5,452.0","5,423.0","5,428.8"
06/11/2014,"5,466.7","5,467.8","5,444.8","5,454.0"
06/10/2014,"5,472.4","5,496.3","5,463.2","5,469.7"
06/06/2014,"5,440.6","5,472.8","5,438.7","5,464.0"
06/05/2014,"5,448.4","5,455.3","5,416.8","5,436.9"
06/04/2014,"5,483.2","5,483.2","5,442.3","5,444.8"
06/03/2014,"5,525.8","5,526.0","5,478.5","5,479.7"
06/02/2014,"5,484.1","5,522.6","5,482.0","5,518.5"
05/30/2014,"5,522.0","5,525.1","5,492.5","5,492.5"
05/29/2014,"5,518.4","5,528.5","5,503.6","5,519.5"
05/28/2014,"5,516.0","5,541.7","5,515.9","5,527.2"
05/27/2014,"5,512.7","5,529.5","5,506.7","5,511.7"
05/26/2014,"5,497.5","5,512.9","5,496.6","5,512.8"
05/23/2014,"5,482.6","5,507.4","5,481.8","5,492.8"
05/22/2014,"5,430.6","5,491.0","5,430.6","5,479.9"
05/21/2014,"5,410.1","5,424.6","5,372.1","5,424.6"
05/20/2014,"5,414.3","5,433.4","5,384.4","5,420.4"
05/19/2014,"5,473.1","5,473.7","5,409.0","5,409.0"
05/16/2014,"5,509.7","5,509.7","5,471.4","5,479.0"
05/15/2014,"5,497.0","5,510.8","5,471.5","5,510.8"
05/14/2014,"5,503.2","5,506.0","5,474.0","5,496.5"
05/13/2014,"5,464.4","5,504.6","5,463.5","5,498.2"
05/12/2014,"5,458.6","5,480.8","5,432.0","5,448.4"
05/09/2014,"5,460.4","5,466.8","5,431.5","5,460.8"
05/08/2014,"5,447.9","5,484.1","5,446.9","5,476.8"
05/07/2014,"5,475.9","5,476.4","5,417.4","5,435.8"
05/06/2014,"5,465.5","5,493.0","5,463.2","5,481.4"
05/05/2014,"5,464.1","5,486.4","5,442.5","5,462.2"
05/02/2014,"5,446.4","5,458.7","5,430.4","5,458.1"
05/01/2014,"5,494.6","5,500.7","5,439.3","5,448.8"
04/30/2014,"5,494.6","5,507.6","5,463.6","5,489.1"
