Date,Open,High,Low,Close
12/31/2019,"6,791.5","6,791.9","6,684.1","6,684.1"
12/30/2019,"6,819.3","6,824.7","6,764.6","6,804.9"
12/27/2019,"6,797.8","6,822.1","6,796.3","6,821.7"
12/24/2019,"6,787.3","6,794.9","6,776.2","6,794.2"
12/23/2019,"6,811.8","6,811.8","6,785.1","6,785.1"
12/20/2019,"6,834.7","6,842.8","6,808.4","6,816.3"
12/19/2019,"6,854.6","6,872.8","6,819.9","6,833.1"
12/18/2019,"6,849.4","6,863.8","6,833.4","6,851.4"
12/17/2019,"6,853.5","6,871.3","6,839.1","6,847.3"
12/16/2019,"6,741.6","6,866.1","6,741.6","6,849.7"
12/13/2019,"6,721.8","6,753.1","6,721.5","6,739.7"
12/12/2019,"6,750.5","6,753.0","6,701.2","6,708.8"
12/11/2019,"6,709.9","6,752.6","6,709.7","6,752.6"
12/10/2019,"6,731.7","6,734.3","6,702.9","6,706.9"
12/09/2019,"6,717.1","6,740.0","6,711.9","6,730.0"
12/06/2019,"6,683.6","6,712.3","6,681.8","6,707.0"
12/05/2019,"6,621.8","6,684.6","6,621.8","6,683.0"
12/04/2019,"6,691.7","6,692.3","6,590.1","6,606.5"
12/03/2019,"6,846.3","6,847.1","6,703.7","6,712.3"
12/02/2019,"6,848.4","6,890.0","6,840.6","6,862.3"
11/29/2019,"6,869.1","6,893.7","6,846.0","6,846.0"
11/28/2019,"6,854.7","6,879.5","6,854.0","6,864.0"
11/27/2019,"6,790.3","6,852.1","6,788.0","6,850.6"
11/26/2019,"6,739.4","6,797.6","6,737.9","6,787.5"
11/25/2019,"6,712.0","6,758.0","6,712.0","6,731.4"
11/22/2019,"6,679.0","6,725.1","6,679.0","6,709.8"
11/21/2019,"6,714.3","6,714.6","6,637.3","6,672.9"
11/20/2019,"6,812.0","6,812.0","6,714.9","6,722.4"
11/19/2019,"6,773.0","6,814.2","6,755.0","6,814.2"
11/18/2019,"6,798.6","6,799.2","6,749.1","6,766.8"
11/15/2019,"6,736.6","6,798.7","6,736.6","6,793.7"
11/14/2019,"6,693.1","6,744.8","6,687.7","6,735.1"
11/13/2019,"6,755.6","6,766.2","6,698.3","6,698.4"
11/12/2019,"6,768.4","6,779.3","6,730.9","6,753.0"
11/11/2019,"6,717.3","6,772.5","6,717.3","6,772.5"
11/08/2019,"6,729.3","6,742.2","6,706.1","6,724.1"
11/07/2019,"6,660.8","6,727.7","6,659.7","6,726.6"
11/06/2019,"6,706.5","6,715.2","6,658.2","6,660.2"
11/05/2019,"6,695.6","6,725.9","6,678.9","6,697.1"
11/04/2019,"6,680.9","6,713.5","6,670.8","6,686.9"
11/01/2019,"6,651.8","6,671.7","6,634.7","6,669.1"
10/31/2019,"6,681.0","6,686.2","6,639.8","6,663.4"
10/30/2019,"6,742.4","6,742.4","6,680.2","6,689.5"
10/29/2019,"6,745.4","6,761.5","6,735.7","6,745.4"
10/28/2019,"6,739.9","6,766.2","6,739.8","6,740.7"
10/25/2019,"6,699.1","6,741.5","6,698.4","6,739.2"
10/24/2019,"6,682.4","6,715.2","6,682.0","6,693.6"
10/23/2019,"6,670.0","6,673.2","6,635.7","6,673.1"
10/22/2019,"6,659.1","6,680.4","6,648.3","6,672.2"
10/21/2019,"6,643.5","6,652.5","6,612.4","6,652.5"
10/18/2019,"6,682.8","6,683.2","6,633.9","6,649.7"
10/17/2019,"6,730.5","6,737.4","6,681.4","6,684.7"
10/16/2019,"6,660.0","6,737.8","6,659.7","6,736.5"
10/15/2019,"6,637.0","6,657.4","6,621.9","6,652.0"
10/14/2019,"6,622.5","6,676.2","6,622.5","6,642.6"
10/11/2019,"6,564.3","6,614.6","6,564.3","6,606.8"
10/10/2019,"6,546.1","6,570.9","6,529.3","6,547.1"
10/09/2019,"6,580.3","6,580.3","6,520.3","6,546.7"
10/08/2019,"6,569.2","6,601.2","6,567.4","6,593.4"
10/07/2019,"6,526.3","6,564.9","6,525.5","6,563.6"
10/04/2019,"6,498.1","6,532.7","6,489.9","6,517.1"
10/03/2019,"6,614.7","6,614.9","6,475.4","6,493.0"
10/02/2019,"6,729.6","6,729.6","6,639.8","6,639.9"
10/01/2019,"6,688.6","6,743.7","6,687.8","6,742.8"
09/30/2019,"6,715.9","6,734.7","6,688.3","6,688.3"
09/27/2019,"6,681.6","6,721.2","6,681.6","6,716.1"
09/26/2019,"6,715.4","6,720.8","6,667.1","6,677.6"
09/25/2019,"6,736.4","6,736.4","6,696.3","6,710.2"
09/24/2019,"6,747.6","6,764.0","6,745.3","6,748.9"
09/23/2019,"6,732.4","6,770.0","6,732.4","6,749.7"
09/20/2019,"6,719.0","6,775.6","6,719.0","6,730.8"
09/19/2019,"6,686.3","6,742.9","6,686.3","6,717.5"
09/18/2019,"6,693.8","6,703.3","6,673.8","6,681.6"
09/17/2019,"6,664.0","6,695.3","6,649.1","6,695.3"
