Date,Open,High,Low,Close
12/31/2001,"3,422.3","3,422.3","3,422.3","3,422.3"
12/28/2001,"3,427.1","3,427.1","3,427.1","3,427.1"
12/27/2001,"3,417.6","3,417.6","3,417.6","3,417.6"
12/24/2001,"3,390.1","3,390.1","3,390.1","3,390.1"
12/21/2001,"3,374.5","3,374.5","3,374.5","3,374.5"
12/20/2001,"3,343.9","3,343.9","3,343.9","3,343.9"
12/19/2001,"3,324.1","3,324.1","3,324.1","3,324.1"
12/18/2001,"3,320.5","3,320.5","3,320.5","3,320.5"
12/17/2001,"3,289.6","3,289.6","3,289.6","3,289.6"
12/14/2001,"3,290.8","3,290.8","3,290.8","3,290.8"
12/13/2001,"3,312.5","3,312.5","3,312.5","3,312.5"
12/12/2001,"3,322.1","3,322.1","3,322.1","3,322.1"
12/11/2001,"3,359.6","3,359.6","3,359.6","3,359.6"
12/10/2001,"3,360.7","3,360.7","3,360.7","3,360.7"
12/07/2001,"3,371.8","3,371.8","3,371.8","3,371.8"
12/06/2001,"3,352.8","3,352.8","3,352.8","3,352.8"
12/05/2001,"3,347.8","3,347.8","3,347.8","3,347.8"
12/04/2001,"3,324.4","3,324.4","3,324.4","3,324.4"
12/03/2001,"3,328.8","3,328.8","3,328.8","3,328.8"
11/30/2001,"3,337.4","3,337.4","3,337.4","3,337.4"
11/29/2001,"3,329.5","3,329.5","3,329.5","3,329.5"
11/28/2001,"3,353.2","3,353.2","3,353.2","3,353.2"
11/27/2001,"3,355.9","3,355.8","3,355.8","3,355.9"
11/26/2001,"3,348.5","3,348.5","3,348.5","3,348.5"
11/23/2001,"3,332.9","3,332.9","3,332.9","3,332.9"
11/22/2001,"3,324.2","3,324.2","3,324.2","3,324.2"
11/21/2001,"3,336.3","3,336.3","3,336.3","3,336.3"
11/20/2001,"3,353.0","3,353.0","3,353.0","3,353.0"
11/19/2001,"3,331.9","3,331.9","3,331.9","3,331.9"
11/16/2001,"3,322.5","3,322.5","3,322.5","3,322.5"
11/15/2001,"3,344.7","3,344.7","3,344.7","3,344.7"
11/14/2001,"3,336.8","3,336.8","3,336.8","3,336.8"
11/13/2001,"3,291.7","3,291.7","3,291.7","3,291.7"
11/12/2001,"3,305.4","3,305.4","3,305.4","3,305.4"
11/09/2001,"3,286.0","3,286.0","3,286.0","3,286.0"
11/08/2001,"3,269.4","3,269.4","3,269.4","3,269.4"
11/07/2001,"3,252.6","3,252.6","3,252.6","3,252.6"
11/06/2001,"3,285.1","3,285.1","3,285.1","3,285.1"
11/05/2001,"3,225.8","3,225.8","3,225.8","3,225.8"
11/02/2001,"3,239.9","3,239.9","3,239.9","3,239.9"
11/01/2001,"3,248.8","3,248.8","3,248.8","3,248.8"
10/31/2001,"3,249.6","3,249.6","3,249.6","3,249.6"
10/30/2001,"3,252.8","3,252.8","3,252.8","3,252.8"
10/29/2001,"3,256.2","3,256.2","3,256.2","3,256.2"
10/26/2001,"3,276.2","3,276.2","3,276.2","3,276.2"
10/25/2001,"3,254.7","3,254.7","3,254.7","3,254.7"
10/24/2001,"3,246.0","3,246.0","3,246.0","3,246.0"
10/23/2001,"3,213.3","3,213.3","3,213.3","3,213.3"
10/22/2001,"3,180.0","3,180.0","3,180.0","3,180.0"
10/19/2001,"3,175.4","3,175.4","3,175.4","3,175.4"
10/18/2001,"3,199.6","3,199.6","3,199.6","3,199.6"
10/17/2001,"3,237.9","3,237.9","3,237.9","3,237.9"
10/16/2001,"3,210.7","3,210.7","3,210.7","3,210.7"
10/15/2001,"3,199.0","3,199.0","3,199.0","3,199.0"
10/12/2001,"3,225.1","3,225.1","3,225.1","3,225.1"
10/11/2001,"3,199.2","3,199.2","3,199.2","3,199.2"
10/10/2001,"3,137.0","3,137.0","3,137.0","3,137.0"
10/09/2001,"3,153.0","3,153.0","3,153.0","3,153.0"
10/08/2001,"3,139.9","3,139.9","3,139.9","3,139.9"
10/05/2001,"3,179.1","3,179.1","3,179.1","3,179.1"
10/04/2001,"3,130.9","3,130.9","3,130.9","3,130.9"
10/03/2001,"3,126.2","3,126.2","3,126.2","3,126.2"
10/02/2001,"3,140.8","3,140.8","3,140.8","3,140.8"
10/01/2001,"3,098.9","3,098.9","3,098.9","3,098.9"
09/28/2001,"3,049.4","3,049.5","3,049.5","3,049.4"
09/27/2001,"3,000.7","3,000.7","3,000.7","3,000.7"
09/26/2001,"2,991.0","2,991.0","2,991.0","2,991.0"
09/25/2001,"2,962.7","2,962.7","2,962.7","2,962.7"
09/24/2001,"2,924.6","2,924.6","2,924.6","2,924.6"
09/21/2001,"2,941.9","2,941.9","2,941.9","2,941.9"
09/20/2001,"2,983.0","2,983.0","2,983.0","2,983.0"
09/19/2001,"3,034.9","3,034.9","3,034.9","3,034.9"
09/18/2001,"3,010.1","3,010.1","3,010.1","3,010.1"
09/17/2001,"2,955.3","2,955.3","2,955.3","2,955.3"
09/14/2001,"3,100.8","3,100.8","3,100.8","3,100.8"
09/13/2001,"3,126.4","3,126.4","3,126.4","3,126.4"
09/12/2001,"3,108.5","3,108.5","3,108.5","3,108.5"
09/11/2001,"3,242.0","3,242.0","3,242.0","3,242.0"
09/10/2001,"3,242.6","3,242.6","3,242.6","3,242.6"
09/07/2001,"3,234.3","3,234.3","3,234.3","3,234.3"
09/06/2001,"3,264.3","3,264.3","3,264.3","3,264.3"
