Date,Open,High,Low,Close
12/31/2012,"4,666.0","4,666.0","4,644.8","4,648.9"
12/28/2012,"4,651.8","4,688.6","4,651.7","4,671.3"
12/27/2012,"4,636.0","4,653.0","4,629.7","4,648.0"
12/24/2012,"4,625.7","4,645.5","4,625.7","4,635.2"
12/21/2012,"4,635.8","4,658.7","4,611.2","4,623.6"
12/20/2012,"4,619.7","4,643.5","4,610.3","4,634.1"
12/19/2012,"4,604.3","4,627.1","4,603.3","4,617.8"
12/18/2012,"4,579.1","4,610.3","4,579.1","4,595.2"
12/17/2012,"4,583.3","4,586.2","4,569.4","4,573.4"
12/14/2012,"4,579.8","4,598.3","4,579.8","4,583.1"
12/13/2012,"4,584.5","4,592.2","4,577.7","4,582.8"
12/12/2012,"4,584.4","4,603.5","4,583.8","4,583.8"
12/11/2012,"4,563.4","4,581.0","4,563.4","4,576.0"
12/10/2012,"4,552.2","4,571.7","4,552.2","4,557.9"
12/07/2012,"4,516.1","4,554.1","4,515.6","4,551.8"
12/06/2012,"4,526.6","4,528.8","4,504.9","4,509.3"
12/05/2012,"4,503.4","4,525.1","4,500.2","4,520.4"
12/04/2012,"4,528.2","4,537.0","4,502.1","4,503.6"
12/03/2012,"4,509.8","4,538.6","4,509.3","4,531.5"
11/30/2012,"4,484.7","4,514.2","4,484.1","4,506.0"
11/29/2012,"4,447.1","4,477.7","4,445.5","4,477.7"
11/28/2012,"4,453.2","4,453.2","4,433.0","4,447.3"
11/27/2012,"4,424.9","4,461.7","4,424.0","4,456.8"
11/26/2012,"4,413.0","4,426.0","4,415.5","4,424.2"
11/23/2012,"4,412.7","4,413.2","4,397.9","4,413.0"
11/22/2012,"4,376.2","4,428.6","4,374.0","4,413.1"
11/21/2012,"4,387.5","4,389.0","4,366.8","4,369.5"
11/20/2012,"4,371.2","4,391.0","4,370.2","4,385.7"
11/19/2012,"4,345.1","4,364.4","4,340.0","4,361.4"
11/16/2012,"4,350.5","4,351.8","4,334.3","4,336.8"
11/15/2012,"4,376.7","4,376.7","4,339.0","4,349.2"
11/14/2012,"4,383.8","4,395.6","4,372.0","4,388.4"
11/13/2012,"4,446.1","4,447.1","4,379.8","4,379.8"
11/12/2012,"4,458.5","4,465.2","4,442.9","4,448.0"
11/09/2012,"4,473.1","4,473.5","4,436.6","4,462.0"
11/08/2012,"4,492.3","4,492.3","4,459.9","4,483.8"
11/07/2012,"4,488.1","4,519.3","4,482.8","4,516.5"
11/06/2012,"4,473.0","4,490.0","4,470.4","4,484.8"
11/05/2012,"4,457.4","4,478.0","4,436.2","4,474.1"
11/02/2012,"4,470.1","4,486.4","4,457.3","4,460.1"
11/01/2012,"4,510.4","4,510.5","4,457.6","4,457.6"
10/31/2012,"4,492.4","4,524.8","4,492.1","4,517.0"
10/30/2012,"4,477.4","4,498.9","4,472.8","4,485.7"
10/29/2012,"4,475.4","4,501.9","4,475.2","4,476.9"
10/26/2012,"4,513.3","4,526.0","4,472.1","4,472.4"
10/25/2012,"4,504.8","4,518.8","4,502.7","4,510.5"
10/24/2012,"4,529.8","4,529.8","4,501.7","4,505.8"
10/23/2012,"4,539.0","4,565.0","4,537.2","4,543.1"
10/22/2012,"4,558.5","4,559.2","4,522.7","4,541.0"
10/19/2012,"4,562.0","4,571.8","4,538.0","4,571.1"
10/18/2012,"4,567.7","4,581.8","4,547.1","4,559.4"
10/17/2012,"4,503.6","4,536.8","4,503.3","4,528.2"
10/16/2012,"4,487.0","4,516.9","4,486.1","4,491.5"
10/15/2012,"4,484.7","4,492.7","4,479.2","4,483.4"
10/12/2012,"4,485.9","4,496.1","4,482.7","4,486.6"
10/11/2012,"4,483.1","4,492.8","4,460.4","4,483.5"
10/10/2012,"4,498.3","4,499.0","4,476.0","4,490.7"
10/09/2012,"4,483.9","4,512.8","4,482.8","4,505.3"
10/08/2012,"4,494.7","4,495.8","4,476.7","4,481.9"
10/05/2012,"4,456.8","4,495.8","4,456.8","4,494.4"
10/04/2012,"4,437.6","4,457.4","4,436.7","4,452.4"
10/03/2012,"4,432.5","4,454.6","4,432.5","4,438.6"
10/02/2012,"4,393.6","4,438.3","4,393.6","4,433.0"
10/01/2012,"4,384.4","4,411.4","4,375.0","4,388.6"
09/28/2012,"4,383.4","4,394.6","4,368.5","4,387.0"
09/27/2012,"4,357.5","4,384.7","4,336.9","4,384.2"
09/26/2012,"4,363.7","4,365.9","4,348.8","4,361.6"
09/25/2012,"4,380.9","4,381.4","4,367.3","4,372.9"
09/24/2012,"4,404.2","4,404.4","4,375.0","4,385.5"
09/21/2012,"4,397.8","4,418.4","4,396.8","4,408.3"
09/20/2012,"4,413.3","4,414.3","4,394.4","4,397.2"
09/19/2012,"4,393.1","4,421.0","4,386.2","4,418.4"
09/18/2012,"4,400.4","4,404.4","4,383.3","4,394.7"
09/17/2012,"4,404.2","4,412.2","4,392.1","4,402.5"
09/14/2012,"4,353.7","4,398.3","4,353.7","4,390.0"
09/13/2012,"4,357.1","4,357.2","4,337.2","4,339.4"
09/12/2012,"4,327.8","4,364.8","4,327.8","4,361.3"
09/11/2012,"4,333.7","4,333.7","4,316.7","4,325.8"
09/10/2012,"4,339.3","4,342.3","4,317.3","4,333.8"
09/07/2012,"4,328.5","4,358.3","4,318.5","4,325.8"
09/06/2012,"4,285.6","4,327.1","4,285.2","4,312.9"
09/05/2012,"4,294.8","4,295.1","4,261.2","4,278.8"
09/04/2012,"4,331.7","4,334.5","4,293.9","4,303.5"
09/03/2012,"4,310.0","4,337.6","4,287.4","4,329.7"
08/31/2012,"4,309.4","4,328.8","4,305.9","4,316.1"
08/30/2012,"4,346.9","4,347.0","4,302.5","4,315.7"
08/29/2012,"4,356.0","4,360.1","4,346.4","4,356.4"
08/28/2012,"4,344.2","4,365.1","4,339.9","4,359.4"
08/27/2012,"4,351.4","4,375.8","4,341.0","4,343.7"
08/24/2012,"4,375.0","4,375.0","4,339.1","4,349.0"
08/23/2012,"4,377.6","4,403.9","4,372.0","4,383.7"
08/22/2012,"4,379.5","4,384.2","4,367.2","4,376.0"
08/21/2012,"4,364.3","4,402.7","4,359.5","4,383.4"
08/20/2012,"4,372.5","4,374.7","4,344.2","4,364.3"
08/17/2012,"4,332.6","4,370.1","4,329.3","4,370.1"
08/16/2012,"4,289.2","4,330.2","4,285.2","4,330.2"
08/15/2012,"4,293.3","4,312.4","4,267.1","4,281.2"
08/14/2012,"4,282.2","4,300.8","4,271.8","4,292.2"
08/13/2012,"4,284.4","4,314.7","4,283.3","4,283.3"
08/10/2012,"4,309.2","4,313.2","4,277.1","4,277.3"
08/09/2012,"4,318.4","4,330.4","4,308.3","4,308.3"
08/08/2012,"4,293.5","4,323.8","4,293.5","4,312.6"
08/07/2012,"4,277.0","4,294.4","4,274.7","4,291.6"
08/06/2012,"4,241.7","4,288.2","4,241.7","4,272.6"
08/03/2012,"4,256.0","4,256.2","4,212.7","4,221.5"
08/02/2012,"4,264.3","4,281.2","4,256.3","4,269.5"
08/01/2012,"4,264.1","4,268.8","4,253.7","4,262.8"
07/31/2012,"4,246.9","4,288.1","4,246.7","4,269.2"
07/30/2012,"4,219.4","4,256.2","4,219.3","4,245.7"
07/27/2012,"4,156.5","4,209.8","4,155.9","4,209.8"
07/26/2012,"4,126.5","4,150.9","4,122.4","4,147.7"
07/25/2012,"4,122.2","4,126.6","4,084.4","4,123.9"
07/24/2012,"4,128.5","4,140.8","4,113.8","4,133.2"
07/23/2012,"4,186.7","4,186.7","4,127.3","4,128.9"
07/20/2012,"4,206.9","4,215.6","4,186.1","4,199.1"
07/19/2012,"4,136.6","4,206.7","4,136.3","4,206.7"
07/18/2012,"4,142.0","4,144.2","4,120.7","4,123.6"
07/17/2012,"4,103.5","4,153.6","4,102.7","4,140.8"
07/16/2012,"4,093.6","4,126.9","4,093.6","4,105.1"
07/13/2012,"4,067.3","4,103.0","4,062.3","4,082.2"
07/12/2012,"4,098.0","4,108.7","4,062.5","4,068.0"
07/11/2012,"4,095.7","4,102.4","4,076.4","4,096.5"
07/10/2012,"4,119.1","4,135.9","4,088.7","4,098.0"
07/09/2012,"4,148.4","4,148.4","4,111.0","4,118.3"
07/06/2012,"4,169.1","4,169.4","4,145.0","4,157.8"
07/05/2012,"4,171.0","4,175.8","4,157.0","4,169.2"
