Date,Open,High,Low,Close
12/31/2010,"4,787.5","4,787.9","4,745.2","4,745.2"
12/30/2010,"4,777.6","4,799.9","4,776.8","4,790.4"
12/29/2010,"4,768.4","4,784.9","4,754.8","4,775.2"
12/24/2010,"4,792.5","4,797.1","4,767.1","4,777.3"
12/23/2010,"4,780.1","4,811.9","4,778.3","4,799.0"
12/22/2010,"4,776.2","4,786.0","4,768.4","4,778.4"
12/21/2010,"4,742.1","4,782.4","4,741.9","4,771.9"
12/20/2010,"4,762.7","4,778.5","4,736.6","4,736.6"
12/17/2010,"4,783.8","4,783.8","4,763.1","4,763.1"
12/16/2010,"4,764.0","4,784.3","4,754.7","4,784.0"
12/15/2010,"4,765.8","4,781.9","4,757.1","4,767.8"
12/14/2010,"4,760.8","4,773.0","4,755.8","4,766.9"
12/13/2010,"4,749.6","4,775.7","4,749.6","4,757.1"
12/10/2010,"4,739.9","4,750.0","4,732.5","4,745.9"
12/09/2010,"4,703.0","4,747.1","4,702.2","4,741.3"
12/08/2010,"4,727.3","4,727.3","4,694.9","4,699.9"
12/07/2010,"4,691.8","4,737.6","4,690.9","4,726.8"
12/06/2010,"4,696.3","4,706.8","4,688.0","4,688.6"
12/03/2010,"4,687.1","4,717.1","4,682.3","4,694.2"
12/02/2010,"4,604.7","4,686.0","4,604.7","4,676.2"
12/01/2010,"4,578.9","4,586.8","4,557.0","4,586.6"
11/30/2010,"4,617.4","4,617.4","4,584.3","4,584.4"
11/29/2010,"4,596.0","4,623.5","4,557.3","4,618.5"
11/26/2010,"4,599.3","4,616.5","4,594.0","4,598.3"
11/25/2010,"4,596.1","4,607.2","4,583.2","4,593.4"
11/24/2010,"4,581.3","4,586.7","4,551.2","4,584.7"
11/23/2010,"4,639.5","4,640.2","4,586.8","4,589.1"
11/22/2010,"4,638.8","4,672.0","4,636.7","4,643.5"
11/19/2010,"4,648.8","4,673.8","4,615.5","4,629.2"
11/18/2010,"4,623.2","4,644.1","4,612.0","4,640.2"
11/17/2010,"4,678.1","4,678.1","4,622.3","4,624.3"
11/16/2010,"4,697.8","4,709.5","4,670.5","4,700.3"
11/15/2010,"4,692.8","4,714.2","4,681.3","4,688.0"
11/12/2010,"4,728.5","4,732.4","4,681.6","4,692.7"
11/11/2010,"4,705.5","4,740.2","4,704.2","4,728.6"
11/10/2010,"4,741.0","4,753.8","4,686.1","4,699.8"
11/09/2010,"4,769.8","4,769.8","4,731.0","4,740.7"
11/08/2010,"4,802.8","4,810.5","4,774.5","4,778.4"
11/05/2010,"4,769.8","4,815.0","4,769.2","4,800.6"
11/04/2010,"4,717.9","4,756.9","4,715.1","4,745.3"
11/03/2010,"4,705.0","4,734.9","4,705.0","4,722.6"
11/02/2010,"4,696.1","4,706.5","4,676.7","4,701.4"
11/01/2010,"4,665.7","4,705.4","4,665.7","4,698.5"
10/29/2010,"4,689.3","4,691.7","4,655.6","4,661.6"
10/28/2010,"4,648.3","4,700.7","4,648.3","4,684.9"
10/27/2010,"4,684.8","4,698.0","4,641.0","4,648.1"
