Date,Open,High,Low,Close
12/31/2013,"5,351.9","5,367.4","5,338.9","5,352.2"
12/30/2013,"5,332.9","5,356.8","5,332.9","5,356.8"
12/27/2013,"5,337.4","5,365.3","5,319.7","5,324.1"
12/24/2013,"5,295.3","5,329.7","5,294.6","5,327.2"
12/23/2013,"5,262.9","5,293.5","5,257.4","5,291.9"
12/20/2013,"5,206.8","5,265.2","5,205.2","5,265.2"
12/19/2013,"5,110.0","5,202.2","5,110.0","5,202.2"
12/18/2013,"5,102.3","5,115.6","5,093.3","5,096.1"
12/17/2013,"5,099.2","5,134.7","5,084.3","5,103.2"
12/16/2013,"5,090.5","5,101.2","5,059.7","5,089.6"
12/13/2013,"5,066.3","5,098.4","5,047.5","5,098.4"
12/12/2013,"5,104.3","5,115.7","5,028.2","5,062.5"
12/11/2013,"5,137.9","5,142.0","5,104.2","5,104.2"
12/10/2013,"5,149.0","5,185.4","5,140.7","5,143.6"
12/09/2013,"5,195.3","5,207.6","5,133.5","5,144.4"
12/06/2013,"5,198.5","5,198.6","5,154.6","5,186.0"
12/05/2013,"5,275.5","5,276.7","5,198.0","5,198.0"
12/04/2013,"5,249.1","5,278.3","5,227.6","5,273.8"
12/03/2013,"5,273.9","5,283.8","5,253.2","5,256.1"
12/02/2013,"5,322.2","5,332.7","5,269.5","5,279.5"
11/29/2013,"5,338.4","5,339.2","5,308.1","5,320.0"
11/28/2013,"5,335.1","5,367.1","5,334.1","5,334.3"
11/27/2013,"5,352.8","5,362.4","5,332.9","5,332.9"
11/26/2013,"5,350.6","5,375.1","5,345.0","5,357.0"
11/25/2013,"5,336.3","5,374.1","5,336.3","5,352.8"
11/22/2013,"5,296.1","5,352.6","5,296.1","5,335.9"
11/21/2013,"5,303.5","5,307.4","5,284.9","5,288.3"
11/20/2013,"5,346.4","5,346.4","5,296.2","5,307.7"
11/19/2013,"5,377.8","5,377.9","5,345.0","5,352.9"
11/18/2013,"5,404.0","5,404.0","5,357.4","5,384.7"
11/15/2013,"5,355.2","5,406.1","5,340.6","5,401.7"
11/14/2013,"5,325.5","5,377.8","5,323.6","5,355.4"
11/13/2013,"5,391.5","5,392.8","5,308.5","5,319.2"
11/12/2013,"5,394.1","5,420.9","5,386.1","5,393.1"
11/11/2013,"5,410.1","5,439.2","5,372.6","5,387.1"
11/08/2013,"5,415.4","5,415.4","5,379.9","5,400.7"
11/07/2013,"5,420.6","5,427.2","5,409.1","5,422.0"
11/06/2013,"5,431.4","5,433.8","5,406.0","5,433.8"
11/05/2013,"5,397.9","5,438.4","5,397.9","5,432.0"
11/04/2013,"5,414.5","5,430.5","5,388.8","5,390.5"
11/01/2013,"5,419.8","5,425.9","5,405.4","5,411.1"
10/31/2013,"5,422.7","5,446.1","5,398.6","5,425.5"
10/30/2013,"5,422.5","5,444.1","5,422.2","5,430.9"
10/29/2013,"5,442.4","5,444.3","5,408.4","5,415.5"
10/28/2013,"5,395.5","5,457.3","5,395.5","5,441.4"
10/25/2013,"5,377.0","5,397.1","5,376.2","5,386.3"
10/24/2013,"5,354.5","5,384.5","5,353.6","5,372.9"
10/23/2013,"5,380.1","5,402.4","5,355.0","5,356.1"
10/22/2013,"5,358.4","5,380.4","5,358.4","5,373.1"
10/21/2013,"5,330.3","5,366.1","5,330.3","5,351.8"
10/18/2013,"5,283.2","5,326.5","5,283.2","5,321.5"
10/17/2013,"5,266.7","5,294.1","5,266.7","5,283.1"
10/16/2013,"5,258.8","5,269.9","5,230.5","5,262.9"
10/15/2013,"5,223.2","5,266.9","5,223.2","5,259.1"
10/14/2013,"5,228.7","5,228.7","5,186.8","5,207.9"
10/11/2013,"5,162.5","5,239.6","5,161.9","5,230.9"
10/10/2013,"5,149.7","5,150.2","5,126.8","5,147.1"
10/09/2013,"5,144.8","5,157.9","5,118.9","5,153.0"
10/08/2013,"5,164.9","5,165.6","5,126.7","5,149.4"
10/07/2013,"5,207.6","5,214.2","5,146.1","5,161.1"
10/04/2013,"5,225.4","5,225.7","5,197.7","5,208.0"
10/03/2013,"5,219.8","5,260.3","5,213.8","5,234.9"
10/02/2013,"5,208.2","5,231.1","5,208.2","5,215.6"
10/01/2013,"5,218.1","5,243.1","5,201.8","5,206.8"
09/30/2013,"5,297.7","5,297.7","5,218.9","5,218.9"
09/27/2013,"5,297.2","5,314.3","5,296.8","5,307.1"
09/26/2013,"5,274.7","5,294.5","5,249.3","5,294.5"
09/25/2013,"5,232.1","5,283.8","5,230.5","5,275.9"
09/24/2013,"5,244.6","5,245.3","5,217.9","5,234.2"
09/23/2013,"5,264.3","5,264.9","5,227.4","5,252.5"
09/20/2013,"5,288.5","5,288.5","5,268.8","5,276.7"
09/19/2013,"5,238.2","5,300.1","5,238.2","5,295.5"
09/18/2013,"5,248.2","5,254.5","5,227.7","5,238.1"
09/17/2013,"5,245.9","5,263.4","5,227.6","5,251.2"
09/16/2013,"5,228.8","5,266.1","5,227.9","5,248.0"
09/13/2013,"5,236.0","5,236.0","5,208.2","5,219.6"
09/12/2013,"5,236.0","5,252.1","5,228.9","5,242.5"
09/11/2013,"5,209.2","5,234.4","5,209.2","5,234.4"
09/10/2013,"5,186.8","5,212.4","5,186.1","5,201.2"
09/09/2013,"5,151.7","5,181.5","5,146.1","5,181.5"
09/06/2013,"5,146.3","5,156.9","5,115.1","5,145.0"
09/05/2013,"5,166.8","5,172.1","5,116.4","5,142.5"
09/04/2013,"5,191.2","5,191.6","5,152.7","5,161.6"
09/03/2013,"5,192.9","5,207.7","5,187.7","5,196.6"
09/02/2013,"5,127.1","5,191.1","5,126.6","5,188.3"
08/30/2013,"5,089.2","5,135.0","5,075.9","5,135.0"
08/29/2013,"5,094.2","5,098.8","5,064.1","5,092.4"
08/28/2013,"5,123.7","5,124.0","5,076.4","5,087.2"
08/27/2013,"5,135.0","5,143.8","5,108.9","5,141.2"
08/26/2013,"5,124.0","5,157.1","5,123.9","5,135.4"
08/23/2013,"5,078.1","5,142.1","5,078.1","5,123.4"
08/22/2013,"5,079.0","5,079.4","5,028.0","5,075.7"
08/21/2013,"5,074.1","5,106.7","5,069.5","5,100.0"
08/20/2013,"5,103.1","5,103.5","5,057.4","5,078.2"
08/19/2013,"5,112.2","5,127.4","5,098.8","5,112.5"
08/16/2013,"5,139.3","5,139.3","5,101.3","5,113.9"
08/15/2013,"5,162.0","5,165.1","5,141.6","5,152.4"
08/14/2013,"5,162.0","5,168.2","5,143.0","5,157.4"
08/13/2013,"5,111.6","5,160.9","5,109.7","5,157.7"
08/12/2013,"5,064.4","5,109.8","5,048.1","5,108.7"
08/09/2013,"5,076.7","5,076.7","5,023.1","5,055.2"
08/08/2013,"5,016.9","5,082.9","5,016.9","5,064.8"
08/07/2013,"5,098.1","5,098.1","5,007.9","5,011.3"
08/06/2013,"5,113.5","5,117.7","5,087.1","5,105.6"
08/05/2013,"5,114.6","5,115.6","5,100.4","5,111.3"
08/02/2013,"5,076.1","5,116.8","5,075.3","5,116.8"
08/01/2013,"5,062.0","5,092.3","5,030.1","5,061.5"
